Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Secure, fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in multi-language ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,36778,2620,"2,704 stars today",lizhengfeng101; wu21-web; chethanuk; stay-foolish-forever; claude
2,coder/coder,https://github.com/coder/coder,Secure environments for developers and their agents,Go,15326,1504,478 stars today,dependabot; kylecarbs; mafredri; johnstcn; Emyrk
3,asciimoo/hister,https://github.com/asciimoo/hister,Your own search engine,Go,4986,207,889 stars today,asciimoo; 4evy; dependabot; ISSOtm; Shadowbee27
4,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,27049,3639,858 stars today,lyingbug; voidkey; begoniezhao; claude; dependabot
5,cilium/cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,25349,4082,153 stars today,aanm; tgraf; joestringer; tklauser; jrajahalme
6,felinics/Memoh,https://github.com/felinics/Memoh,"✨ The open-source multi-agent platform. Every agent gets its own computer, desktop, network, and long-term memory. You can bring your own key, or host your coding agent like Claude Code, Codex and so on.",Go,2501,236,19 stars today,sheepbox8646; chen-ran; qqqqqf-q; Fodesu; HoneyBBQ
7,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick. Viral skill + proxy for coding agents that cuts 65% of tokens by talking like a caveman.,Go,106618,6178,376 stars today,JuliusBrussee; claude; github-actions; hunleyd; AmirF194
8,weave-os/router,https://github.com/weave-os/router,Model router for agentic systems. Routes every prompt to the right model in <50ms. Cut costs 40-70% with just an endpoint change.,Go,4473,123,26 stars today,steventohme; claude; devin-ai-integration; aminsamir45; a-churchill
9,junegunn/fzf,https://github.com/junegunn/fzf,🌸 A command-line fuzzy finder,Go,83120,3133,57 stars today,junegunn; dependabot; bitraid; LangLangBart; janlazo
10,microsoft/TypeScript,https://github.com/microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,Go,111107,14308,28 stars today,ahejlsberg; sheetalkamat; DanielRosenwasser; sandersn; mhegazy
11,multica-ai/multica,https://github.com/multica-ai/multica,Make humans and AI agents work as one team — open-source and self-hostable.,Go,50429,6536,138 stars today,multica-agent; claude; Bohan-J; forrestchang; NevilleQingNY
12,kubernetes-sigs/kueue,https://github.com/kubernetes-sigs/kueue,Kubernetes-native Job Queueing,Go,2986,803,3 stars today,mbobrovskyi; dependabot; k8s-ci-robot; tenzen-y; mimowo
13,alibaba/skill-up,https://github.com/alibaba/skill-up,An evaluation and evolution tool for Agent Skills.,Go,968,75,10 stars today,zpzjzj; roark47; dependabot; claude; JHWang-1997
14,fleetdm/fleet,https://github.com/fleetdm/fleet,Open device management,Go,6883,1024,10 stars today,eashaw; noahtalerman; RachelElysia; allenhouchins; mikermcneil
15,router-for-me/CLIProxyAPI,https://github.com/router-for-me/CLIProxyAPI,"Wrap Antigravity, ChatGPT Codex, Claude Code, Grok Build, Muse Code, Davin as an OpenAI/Gemini/Claude/Codex compatible API service, allowing you to enjoy the free Gemini Series, GPT Series, Grok Series, Claude model through API",Go,52437,7916,133 stars today,luispater; hkfires; sususu98; LTbinglingfeng; ben-vargas
16,mikefarah/yq,https://github.com/mikefarah/yq,"yq is a portable command-line YAML, JSON, XML, CSV, TOML, HCL and properties processor",Go,15974,1098,4 stars today,mikefarah; dependabot; kenjones-cisco; stevenwdv; Copilot
17,kunchenguid/no-mistakes,https://github.com/kunchenguid/no-mistakes,git push no-mistakes,Go,8556,886,22 stars today,kunchenguid; github-actions; claude; e-jung; khaira777
18,github/gh-aw,https://github.com/github/gh-aw,GitHub Agentic Workflows,Go,5151,544,3 stars today,Copilot; pelikhan; github-actions; dsyme; mnkiefer
19,goharbor/harbor,https://github.com/goharbor/harbor,"An open source trusted cloud native registry project that stores, signs, and scans content.",Go,29406,5347,8 stars today,ywk253100; reasonerjt; wy65701436; steven-zou; wknet123
20,Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,Sub2API 一站式开源中转服务，让 Claude、Openai 、Gemini、Grok订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,Go,41999,8922,137 stars today,Wei-Shaw; IanShaw027; touwaeriol; claude; wucm667
21,guohuiyuan/go-music-dl,https://github.com/guohuiyuan/go-music-dl,一个基于 Go 语言的全网音乐搜索与下载工具。支持 CLI 命令行与 Web 服务双模式，内置网易云、QQ、酷狗、Bilibili、汽水音乐等 10+ 个主流平台，支持多源并发搜索与无损音质解析。music-dl交流群：755087923,Go,4383,419,23 stars today,guohuiyuan; lianhong2758; claude; nannyu; yuanxiao1225
22,prometheus/alertmanager,https://github.com/prometheus/alertmanager,Prometheus Alertmanager,Go,8617,2468,4 stars today,fabxc; stuartnelson3; dependabot; simonpasquier; juliusv
