Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,tech-leads-club/agent-skills,https://github.com/tech-leads-club/agent-skills,"The secure, validated skill registry for professional AI coding agents. Extend Antigravity, Claude Code, Cursor, Copilot and more with absolute confidence.",TypeScript,4111,357,"1,244 stars today",felipfr; edmarpaulino; tech-leads-club-release-bot; waldemarnt; globsecure
2,humanlayer/12-factor-agents,https://github.com/humanlayer/12-factor-agents,What are the principles we can use to build LLM-powered software that is actually good enough to put in the hands of production customers?,TypeScript,20713,1568,399 stars today,dexhorthy; Sypherd; tofaramususa; Elijas; a-churchill
3,calcom/cal.diy,https://github.com/calcom/cal.diy,Scheduling infrastructure for absolutely everyone.,TypeScript,43613,13457,529 stars today,zomars; PeerRich; emrysal; hariombalhara; crowdin-bot
4,medusajs/medusa,https://github.com/medusajs/medusa,The world's most flexible commerce platform.,TypeScript,33731,4504,443 stars today,shahednasser; olivermrbl; srindom; adrien2p; github-actions
5,nanocoai/nanoclaw,https://github.com/nanocoai/nanoclaw,"A lightweight alternative to OpenClaw that runs in containers for security. Connects to WhatsApp, Telegram, Slack, Discord, Gmail and other messaging apps,, has memory, scheduled jobs, and runs directly on Anthropic's Agents SDK",TypeScript,29018,12827,55 stars today,gavrielc; claude; github-actions; Koshkoshinsk; gabi-simons
6,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,#1 Persistent memory for AI coding agents based on real-world benchmarks,TypeScript,13062,1103,"1,244 stars today",rohitg00; Tanmay-008; JasonLandbridge; honor2030; Getty
7,earendil-works/pi,https://github.com/earendil-works/pi,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",TypeScript,51311,6107,448 stars today,badlogic; mitsuhiko; github-actions; hjanuschka; aliou
8,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Shannon Lite is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, and executes real exploits to prove vulnerabilities before they reach production.",TypeScript,43030,4903,490 stars today,ajmallesh; ezl-keygraph; claude; keygraphVarun; Khaushik-keygraph
9,immich-app/immich,https://github.com/immich-app/immich,High performance self-hosted photo and video management solution.,TypeScript,101016,5641,118 stars today,alextran1502; jrasm91; renovate; mertalev; danieldietzler
10,lukilabs/beautiful-mermaid,https://github.com/lukilabs/beautiful-mermaid,Pas de description,TypeScript,9441,318,80 stars today,craft-agents-bot; balintorosz; rjulius23; peterc; claude
11,grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more.",TypeScript,73859,13907,32 stars today,torkelo; bergquist; renovate; ryantxu; marefr
12,jamiepine/voicebox,https://github.com/jamiepine/voicebox,"The open-source AI voice studio. Clone, dictate, create.",TypeScript,26766,3236,477 stars today,jamiepine; claude; tomasmach; mvanhorn; selop
13,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,"Pre-indexed code knowledge graph for Claude Code, Codex, Cursor, and OpenCode — fewer tokens, fewer tool calls, 100% local",TypeScript,5126,356,952 stars today,colbymchenry; claude; omonien; andreinknv; MO2k4
14,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,19398,1827,377 stars today,jrusso1020; miguel-heygen; claude; vanceingalls; ukimsanov
15,rmyndharis/OpenWA,https://github.com/rmyndharis/OpenWA,"Free, Open Source, Self-Hosted WhatsApp API Gateway",TypeScript,3022,534,"1,402 stars today",rmyndharis; dependabot; amstrong-bil
16,wechat-article/wechat-article-exporter,https://github.com/wechat-article/wechat-article-exporter,一款在线的 微信公众号文章批量下载 工具，支持导出阅读量与评论数据，无需搭建任何环境，可通过 在线网站 使用，支持 docker 私有化部署和 Cloudflare 部署。 支持下载各种文件格式，其中 HTML 格式可100%还原文章排版与样式。,TypeScript,10226,1784,644 stars today,jooooock; 1339190177; tomczhang; claude; Jedliu
