Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,valkey-io/valkey,https://github.com/valkey-io/valkey,A flexible distributed key-value database that is optimized for caching and other realtime workloads.,C,26838,1275,15 stars today,antirez; oranagra; enjoy-binbin; pietern; madolson
2,mpv-player/mpv,https://github.com/mpv-player/mpv,🎥 Command line media player,C,36462,3466,21 stars today,kasper93; Dudemanguy; guidocella; haasn; pigoz
3,opa334/Dopamine,https://github.com/opa334/Dopamine,Dopamine is a semi-untethered jailbreak for iOS 15 to 26(.0.1),C,5848,6183,95 stars today,opa334; tomt000; kok3shidoll; staturnzz; alfiecg24
4,veracrypt/VeraCrypt,https://github.com/veracrypt/VeraCrypt,Disk encryption with strong security based on TrueCrypt,C,11194,1297,179 stars today,idrassi; Jertzukka; Matthaiks; sandakersmann; Patriccollu
5,openwrt/openwrt,https://github.com/openwrt/openwrt,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins. We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.,C,27923,12760,22 stars today,juhosg; ffainelli; nbd168; hauke; jow-
6,86Box/86Box,https://github.com/86Box/86Box,Emulator of x86-based machines.,C,4622,555,42 stars today,OBattler; richardg867; jriwanek; Cacodemon345; TC1995
7,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,147311,13561,94 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
8,acidanthera/OpenCorePkg,https://github.com/acidanthera/OpenCorePkg,OpenCore bootloader,C,15342,2298,8 stars today,vit9696; mhaeuser; Andrey1970AppleLife; mikebeaton; PMheart
9,FWGS/xash3d-fwgs,https://github.com/FWGS/xash3d-fwgs,Xash3D FWGS engine,C,2695,457,2 stars today,a1batross; mittorn; SNMetamorph; nekonomicon; fgsfdsfgs
10,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30596,11395,4 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
11,arendst/Tasmota,https://github.com/arendst/Tasmota,"Alternative firmware for ESP8266 and ESP32 based devices with easy configuration using webUI, OTA updates, automation using timers or rules, expandability and entirely local control over MQTT, HTTP, Serial or KNX. Full documentation at",C,24670,5154,5 stars today,arendst; s-hadinger; Jason2866; ascillato; gemu2015
12,obsproject/obs-studio,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,C,74779,9660,50 stars today,jp9000; jpark37; derrod; PatTheMav; RytoEX
13,pbatard/rufus,https://github.com/pbatard/rufus,The Reliable USB Formatting Utility,C,37220,3130,17 stars today,pbatard; bovirus; ThiloL; MehmetaliKuran; Sopor
14,flipperdevices/flipperzero-firmware,https://github.com/flipperdevices/flipperzero-firmware,Flipper Zero firmware source code,C,16451,3436,5 stars today,skotopes; hedger; DrZlo13; gornekich; glitchcore
15,flightlessmango/MangoHud,https://github.com/flightlessmango/MangoHud,"A Vulkan and OpenGL overlay for monitoring FPS, temperatures, CPU/GPU load and more.",C,8915,419,2 stars today,flightlessmango; jackun; gort818; 17314642; Etaash-mathamsetty
16,brunodev85/winlator,https://github.com/brunodev85/winlator,Android application for running Windows applications with Wine and Box86/Box64,C,18543,1614,16 stars today,brunodev85; kazimaruf991; Kashinathpat; hackcasual; lvonasek
17,raysan5/raylib,https://github.com/raysan5/raylib,A simple and easy-to-use library to enjoy videogames programming,C,34251,3235,15 stars today,raysan5; a3f; github-actions; JeffM2501; victorfisac
18,sumatrapdfreader/sumatrapdf,https://github.com/sumatrapdfreader/sumatrapdf,SumatraPDF reader,C,17291,2015,4 stars today,kjk; zeniko; claude; hethon; userchefo
19,lcdyk0517/arkos4clone,https://github.com/lcdyk0517/arkos4clone,Bringing ArkOS and dArkOS porting to unsupported RK3326 handheld gaming devices.,C,619,355,2 stars today,lcdyk; lcdyk0517; xunicatt; AeolusUX; leehihi123
20,libusb/libusb,https://github.com/libusb/libusb,A cross-platform library to access USB devices,C,6128,2063,2 stars today,dickens; pbatard; hjelmn; seanm; jwrdegoede
