Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,#1 Persistent memory for AI coding agents based on real-world benchmarks,TypeScript,14313,1192,"1,609 stars today",rohitg00; Tanmay-008; honor2030; JasonLandbridge; Getty
2,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,"Pre-indexed code knowledge graph for Claude Code, Codex, Cursor, and OpenCode — fewer tokens, fewer tool calls, 100% local",TypeScript,6853,447,"1,850 stars today",colbymchenry; claude; omonien; andreinknv; MO2k4
3,humanlayer/12-factor-agents,https://github.com/humanlayer/12-factor-agents,What are the principles we can use to build LLM-powered software that is actually good enough to put in the hands of production customers?,TypeScript,21253,1603,736 stars today,dexhorthy; Sypherd; tofaramususa; Elijas; a-churchill
4,pascalorg/editor,https://github.com/pascalorg/editor,Create and share 3D architectural projects.,TypeScript,15932,2083,110 stars today,wass08; Aymericr; sudhir9297; claude; open-pascal
5,n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",TypeScript,188771,57832,175 stars today,janober; ivov; netroy; RicardoE105; michael-radency
6,calcom/cal.diy,https://github.com/calcom/cal.diy,Scheduling infrastructure for absolutely everyone.,TypeScript,43688,13485,114 stars today,zomars; PeerRich; emrysal; hariombalhara; crowdin-bot
7,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers,TypeScript,85951,10760,71 stars today,olaservo; tadasant; dsp-ant; jspahrsummers; cliffhall
8,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,"Never stop coding. Free AI gateway: one endpoint, 160+ providers, RTK+Caveman stacked compression up to ~95% eligible context savings, smart auto-fallback, MCP/A2A, multimodal APIs, Desktop/PWA.",TypeScript,4985,837,115 stars today,diegosouzapw; claude; oyi77; dependabot; rdself
9,heygen-com/hyperframes,https://github.com/heygen-com/hyperframes,Write HTML. Render video. Built for agents.,TypeScript,19746,1859,344 stars today,jrusso1020; miguel-heygen; claude; vanceingalls; ukimsanov
10,microsoft/vscode,https://github.com/microsoft/vscode,Visual Studio Code,TypeScript,185117,39978,49 stars today,bpasero; jrieken; Tyriar; mjbvz; joaomoreno
11,wechat-article/wechat-article-exporter,https://github.com/wechat-article/wechat-article-exporter,一款在线的 微信公众号文章批量下载 工具，支持导出阅读量与评论数据，无需搭建任何环境，可通过 在线网站 使用，支持 docker 私有化部署和 Cloudflare 部署。 支持下载各种文件格式，其中 HTML 格式可100%还原文章排版与样式。,TypeScript,10479,1819,351 stars today,jooooock; 1339190177; tomczhang; claude; Jedliu
12,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Shannon Lite is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, and executes real exploits to prove vulnerabilities before they reach production.",TypeScript,43216,4937,150 stars today,ajmallesh; ezl-keygraph; claude; keygraphVarun; Khaushik-keygraph
13,tech-leads-club/agent-skills,https://github.com/tech-leads-club/agent-skills,"The secure, validated skill registry for professional AI coding agents. Extend Antigravity, Claude Code, Cursor, Copilot and more with absolute confidence.",TypeScript,4315,366,399 stars today,felipfr; edmarpaulino; tech-leads-club-release-bot; waldemarnt; globsecure
14,rmyndharis/OpenWA,https://github.com/rmyndharis/OpenWA,"Free, Open Source, Self-Hosted WhatsApp API Gateway",TypeScript,4208,863,"1,870 stars today",rmyndharis; dependabot; amstrong-bil
