Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,affaan-m/ECC,https://github.com/affaan-m/ECC,"The agent harness performance optimization system. Skills, instincts, memory, security, and research-first development for Claude Code, Codex, Opencode, Cursor and beyond.",JavaScript,197457,30366,"1,385 stars today",affaan-m; claude; pangerlkr; greptile-apps; dependabot
2,poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,⭐️ Companies that don't have a broken hiring process,JavaScript,50779,3896,48 stars today,bors; poteto; desjardinsalec; abdusabri; stansotn
3,zarazhangrui/frontend-slides,https://github.com/zarazhangrui/frontend-slides,Create beautiful slides on the web using a coding agent's frontend skills,JavaScript,19491,1606,186 stars today,zarazhangrui; claude; lilyzhng; Vaibhavee89; kbanc85
4,Axorax/awesome-free-apps,https://github.com/Axorax/awesome-free-apps,Curated list of the best free apps for PC and mobile,JavaScript,6289,315,566 stars today,Axorax; trimclain; 1337Core; github-actions; 6512345
5,nasa-gibs/worldview,https://github.com/nasa-gibs/worldview,"Interactive interface for browsing global, full-resolution satellite imagery",JavaScript,1104,260,16 stars today,mike-mcgann; Benjaki2; jasontk19; ZachTRice; edplato
6,xinnan-tech/xiaozhi-esp32-server,https://github.com/xinnan-tech/xiaozhi-esp32-server,"本项目为xiaozhi-esp32提供后端服务，帮助您快速搭建ESP32设备控制服务器。Backend service for xiaozhi-esp32, helps you quickly build an ESP32 device control server.",JavaScript,9661,3297,7 stars today,openrz; xinnan-tech; studentCGD; Sakura-RanChen; rainv123
7,HeyPuter/puter,https://github.com/HeyPuter/puter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",JavaScript,41950,3820,111 stars today,KernelDeimos; jelveh; Salazareo; ProgrammerIn-wonderland; AtkinsSJ
8,microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,"24 Lessons, 12 Weeks, Get Started as a Web Developer",JavaScript,95824,15548,16 stars today,jlooper; skytin1004; leestott; softchris; dependabot
9,chartjs/Chart.js,https://github.com/chartjs/Chart.js,Simple HTML5 Charts using the <canvas> tag,JavaScript,67462,11949,6 stars today,etimberg; kurkle; tannerlinsley; benmccann; LeeLenaleee
10,pbakaus/impeccable,https://github.com/pbakaus/impeccable,The design language that makes your AI harness better at design.,JavaScript,31083,1698,270 stars today,pbakaus; claude; vinaypokharkar; rohan-tessl; shog86
11,atlassian/atlassian-mcp-server,https://github.com/atlassian/atlassian-mcp-server,"Remote MCP Server that securely connects Jira and Confluence with your LLM, IDE, or agent platform of choice.",JavaScript,737,88,2 stars today,lsosa1; pnguyen-atlassian; iosamaatlassian; ekahinga; evperlman1
12,bugbasesecurity/pentest-copilot,https://github.com/bugbasesecurity/pentest-copilot,Pentest Copilot is an AI-powered browser based ethical hacking assistant tool designed to streamline pentesting workflows.,JavaScript,847,182,15 stars today,Hackerbone; shero4; kathan3009; tejas0077
