Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,oven-sh/bun,https://github.com/oven-sh/bun,"Incredibly fast JavaScript runtime, bundler, test runner, and package manager – all in one",Rust,91307,4553,397 stars today,Jarred-Sumner; dylan-conway; robobun; autofix-ci; nektro
2,tinyhumansai/openhuman,https://github.com/tinyhumansai/openhuman,"Your Personal AI super intelligence. Private, Simple and extremely powerful.",Rust,10940,943,"1,549 stars today",senamakel; claude; graycyrus; github-actions; M3gA-Mind
3,ruvnet/RuView,https://github.com/ruvnet/RuView,"π RuView turns commodity WiFi signals into real-time spatial intelligence, vital sign monitoring, and presence detection — all without a single pixel of video.",Rust,58430,7633,"1,010 stars today",ruvnet; claude; github-actions; fr4iser90; MaTriXy
4,ilysenko/codex-desktop-linux,https://github.com/ilysenko/codex-desktop-linux,Run OpenAI Codex Desktop on Linux - automated installer,Rust,843,138,37 stars today,ilysenko; Leay15; actions-user; claude; colonelpanic8
5,dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",Rust,60421,2806,90 stars today,dani-garcia; BlackDex; jjlin; mprasil; stefan0xC
6,gyroflow/gyroflow,https://github.com/gyroflow/gyroflow,Video stabilization using gyroscope data,Rust,8747,422,99 stars today,AdrianEddy; mycosd; ElvinC; Aphobius; latenitefilms
7,denoland/deno,https://github.com/denoland/deno,A modern runtime for JavaScript and TypeScript.,Rust,106747,6062,28 stars today,bartlomieju; dsherret; ry; littledivy; nayeemrmn
8,rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",Rust,114363,17193,95 stars today,rustdesk; fufesou; 21pages; Kingtous; Heap-Hop
9,rustfs/rustfs,https://github.com/rustfs/rustfs,"🚀2.3x faster than MinIO for 4KB object payloads. RustFS is an open-source, S3-compatible high-performance object storage system supporting migration and coexistence with other S3-compatible platforms such as MinIO and Ceph.",Rust,27640,1196,56 stars today,houseme; overtrue; weisd; loverustfs; guojidan
10,facebook/pyrefly,https://github.com/facebook/pyrefly,A fast type checker and language server for Python,Rust,6045,357,101 stars today,stroxler; rchen152; ndmitchell; yangdanny97; migeed-z
11,gitbutlerapp/gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",Rust,20856,938,10 stars today,estib-vega; mtsgrd; Byron; Caleb-T-Owens; ngalaiko
12,rust-lang/miri,https://github.com/rust-lang/miri,An interpreter for Rust's mid-level intermediate representation,Rust,6175,477,23 stars today,bors; RalfJung; matthiaskrgr; oli-obk; solson
13,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,26281,1575,121 stars today,AlexsJones; claude; three-foxes-in-a-trenchcoat; dependabot; github-actions
14,tokio-rs/tokio,https://github.com/tokio-rs/tokio,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ...",Rust,32007,3054,17 stars today,traviscibot; carllerche; Darksonn; alexcrichton; taiki-e
15,github/copilot-sdk,https://github.com/github/copilot-sdk,Multi-platform SDK for integrating GitHub Copilot Agent into apps and services,Rust,8675,1174,6 stars today,Copilot; SteveSandersonMS; stephentoub; patniko; friggeri
16,rtk-ai/rtk,https://github.com/rtk-ai/rtk,"CLI proxy that reduces LLM token consumption by 60-90% on common dev commands. Single Rust binary, zero dependencies",Rust,48983,2981,410 stars today,aeppling; pszymkowiak; claude; FlorianBruniaux; github-actions
17,tempoxyz/tempo,https://github.com/tempoxyz/tempo,the blockchain for payments,Rust,938,283,1 star today,fgimenez; 0xKitsune; klkvr; decofe; 0xrusowsky
18,octos-org/octos,https://github.com/octos-org/octos,Octos - Agentic Operating Systems,Rust,755,61,55 stars today,ymote; guofoo; claude; heyong4725; hwcloud
19,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,11489,990,6 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
