Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,akitaonrails/ai-memory,https://github.com/akitaonrails/ai-memory,Solution for long term memory for agent coding CLIs and to facilitate handoff between different agent vendors,Rust,2734,236,648 stars today,akitaonrails; claude; djalmajr; wblech; rthiago
2,vectordotdev/vector,https://github.com/vectordotdev/vector,A high-performance observability data pipeline.,Rust,22396,2258,23 stars today,dependabot; jszwedko; binarylogic; pront; bruceg
3,nautechsystems/nautilus_trader,https://github.com/nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,Rust,26258,3400,522 stars today,cjdsellers; limx0; filipmacek; faysou; davidsblom
4,AlexsJones/llmfit,https://github.com/AlexsJones/llmfit,Hundreds of models & providers. One command to find what runs on your hardware.,Rust,32733,2021,570 stars today,AlexsJones; claude; dependabot; three-foxes-in-a-trenchcoat; github-actions
5,memvid/memvid,https://github.com/memvid/memvid,"Memory layer for AI Agents. Replace complex RAG pipelines with a serverless, single-file memory layer. Give your agents instant retrieval and long-term memory.",Rust,16402,1412,41 stars today,sharafdin; Olow304; mo-omar-0197; TyJK; akash-R-A-J
6,malisper/pgrust,https://github.com/malisper/pgrust,"Postgres rewritten in Rust, now faster than Postgres and Clickhouse",Rust,4568,169,26 stars today,malisper; BookSock; claude; github-actions; detail-app
7,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,"⚡️A native, local-first alternative to Logitech Options+, written in Rust 🦀 — remap buttons, DPI, and SmartShift over HID++. No account, no telemetry.",Rust,8805,246,78 stars today,AprilNEA; davidbudnick; aprilnea; cserby; tagawa0525
8,jlcodes99/cockpit-tools,https://github.com/jlcodes99/cockpit-tools,"🚀 通用 AI IDE 账号管理工具：支持 Antigravity / Codex / GitHub Copilot / Windsurf / Kiro / Cursor / Gemini-cli / CodeBuddy，多账号切换、配额监控、自动唤醒与多开实例管理。 🚀 Universal AI IDE account manager for Antigravity / Codex / GitHub Copilot / Windsurf / Kiro / Cursor / Gemini-cli / CodeBuddy, with multi-account switching, quota monitoring, wake-up automation, and multi-insta",Rust,16075,1419,111 stars today,jlcodes99; github-actions; xdd666t; kin001
9,lbjlaq/Antigravity-Manager,https://github.com/lbjlaq/Antigravity-Manager,Professional Antigravity Account Manager & Switcher. One-click seamless account switching for Antigravity Tools. Built with Tauri v2 + React (Rust).专业的 Antigravity 账号管理与切换工具。为 Antigravity 提供一键无缝账号切换功能。,Rust,30468,3296,33 stars today,lbjlaq; new-Beginner; claude; normal-coder; karasungur
10,ZSeven-W/openpencil,https://github.com/ZSeven-W/openpencil,The world's first open-source AI-native vector design tool and the first to feature concurrent Agent Teams. Design-as-Code. Turn prompts into UI directly on the live canvas. A modern alternative to Pencil.,Rust,5338,475,99 stars today,Kayshen-X; finiking; leinaldo; claude; Danny-Devs
11,cloudflare/quiche,https://github.com/cloudflare/quiche,🥧 Savoury implementation of the QUIC transport protocol and HTTP/3,Rust,11781,1061,9 stars today,ghedo; github-actions; traviscibot; LPardue; antoniovicente
12,farion1231/cc-switch,https://github.com/farion1231/cc-switch,"A cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Grok Build & Hermes Agent. Only official website: ccswitch.io",Rust,128091,8765,264 stars today,farion1231; yovinchen; claude; SaladDay; makoMakoGo
13,SlimeBoyOwO/LingChat,https://github.com/SlimeBoyOwO/LingChat,"Immersive AI-driven Galgame chat with emotional expressions, desktop pet, scheduling, and interactive story modules. / 一款沉浸式 AI-Galgame 聊天软件，附带桌宠，日程，剧情功能",Rust,1552,99,87 stars today,SlimeBoyOwO; shadow01a; T-Auto; Ratman463; 0x00-pl
14,dmtrKovalenko/fff,https://github.com/dmtrKovalenko/fff,"The fastest and the most accurate file search SDK for AI agents, Neovim, Rust, C, Python, Bun and NodeJS",Rust,10075,421,33 stars today,dmtrKovalenko; gustav-fff; github-actions; sQVe; thuan1412
15,witnessmenow/ESP32-Cheap-Yellow-Display,https://github.com/witnessmenow/ESP32-Cheap-Yellow-Display,Building a community around a cheap ESP32 Display with a touch screen,Rust,4331,436,13 stars today,witnessmenow; TheNitek; bergdahl; Northstrix; dependabot
