Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,RfidResearchGroup/proxmark3,https://github.com/RfidResearchGroup/proxmark3,Iceman Fork - Proxmark3,C,5542,1314,16 stars today,iceman1001; doegox; merlokk; tharexde; Antiklesys
2,DaveGamble/cJSON,https://github.com/DaveGamble/cJSON,Ultralightweight JSON parser in ANSI C,C,12618,3470,3 stars today,FSMaxB; Alanscut; DaveGamble; kbranigan; gatzka
3,Mbed-TLS/mbedtls,https://github.com/Mbed-TLS/mbedtls,"An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases.",C,6608,2863,1 star today,gilles-peskine-arm; mpg; ronald-cron-arm; daverodgman; valeriosetti
4,timescale/timescaledb,https://github.com/timescale/timescaledb,A time-series database for high-performance real-time analytics packaged as a Postgres extension,C,22457,1079,15 stars today,svenklemm; erimatnor; cevian; mkindahl; akuzm
5,Immediate-Mode-UI/Nuklear,https://github.com/Immediate-Mode-UI/Nuklear,A single-header ANSI C immediate mode cross-platform GUI library,C,11072,674,5 stars today,vurtun; RobLoach; dumblob; rswinkle; riri
6,open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs,C library for prototyping and experimenting with quantum-resistant cryptography,C,2883,715,6 stars today,dstebila; christianpaquin; baentsch; SWilson4; xvzcf
7,microsoft/mimalloc,https://github.com/microsoft/mimalloc,mimalloc is a compact general purpose allocator with excellent performance.,C,12737,1083,4 stars today,daanx; devnexen; jserv; res2k; asl
8,zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",C,15052,9026,10 stars today,nashif; jukkar; galak; gmarull; cvinayak
9,facebook/zstd,https://github.com/facebook/zstd,Zstandard - Fast real-time compression algorithm,C,27006,2462,7 stars today,Cyan4973; terrelln; inikep; felixhandte; stellamplau
10,EpicGamesExt/raddebugger,https://github.com/EpicGamesExt/raddebugger,"A native, user-mode, multi-process, graphical debugger.",C,6835,304,4 stars today,ryanfleury; NikitaSmith057; mmozeiko; NikitaAtEpic; alektron
11,immortalwrt/immortalwrt,https://github.com/immortalwrt/immortalwrt,An opensource OpenWrt variant for mainland China users.,C,10619,3428,7 stars today,juhosg; 1715173329; ffainelli; nbd168; hauke
12,pjsip/pjproject,https://github.com/pjsip/pjproject,PJSIP project,C,2584,952,0 stars today,bennylp; nanangizz; sauwming; trengginas; jimying
13,sqlcipher/sqlcipher,https://github.com/sqlcipher/sqlcipher,SQLCipher is a standalone fork of SQLite that adds 256 bit AES encryption of database files and other security features.,C,7100,1381,2 stars today,sjlombardo; developernotes; billymeltdown; R4N; cnoon
14,PufferAI/PufferLib,https://github.com/PufferAI/PufferLib,Puffing up reinforcement learning,C,5610,441,9 stars today,jsuarez5341; l1onh3art88; kywch; PLAZMAMA; Kinvert
15,containers/bubblewrap,https://github.com/containers/bubblewrap,Low-level unprivileged sandboxing tool used by Flatpak and similar projects,C,6826,314,16 stars today,smcv; alexlarsson; cgwalters; giuseppe; pwithnall
16,betaflight/betaflight,https://github.com/betaflight/betaflight,Open Source Flight Controller Firmware,C,10878,3723,5 stars today,mikeller; hydra; martinbudden; blckmn; borisbstyle
17,binbyu/Reader,https://github.com/binbyu/Reader,A win32 txt file reader,C,4872,617,2 stars today,binbyu; anyPaly; zhu1979; thomascatlee; Yahasana
18,Mbed-TLS/TF-PSA-Crypto,https://github.com/Mbed-TLS/TF-PSA-Crypto,Reference implementation of the PSA Cryptography API,C,45,92,0 stars today,gilles-peskine-arm; mpg; ronald-cron-arm; valeriosetti; daverodgman
19,warmcat/libwebsockets,https://github.com/warmcat/libwebsockets,canonical libwebsockets.org networking library,C,5258,1591,4 stars today,lws-team; JoakimSoderberg; davidgaleano; paroga; andrew-canaday
20,zmkfirmware/zmk,https://github.com/zmkfirmware/zmk,ZMK Firmware Repository,C,4003,3907,2 stars today,petejohanson; caksoylar; innovaker; Nicell; joelspadin
